authors,author_sort,rating,library_name,timestamp,formats,size,isbn,identifiers,comments,tags,series,series_index,languages,title,cover,title_sort,publisher,pubdate,id,uuid
"Charles Yrigoyen Jr.","Yrigoyen, Charles Jr.","","temp","0101-01-01T02:00:00+02:00","pdf","6017512","","","","Methodismus, Systematik","T&T Clark Companion","6.0","eng","T&T Clark Companion to Methodism","C:\Users\sever\Documents\temp\Charles Yrigoyen Jr_\T&T Clark Companion to Methodism (2118)\cover.jpg","T&T Clark Companion to Methodism","Bloomsbury","0101-01-01T02:00:00+02:00","2118","c0e4c4e0-dd01-47c2-a91e-0450a390be71"
"Alcuin Reid","Reid, Alcuin","","temp","0101-01-01T02:00:00+02:00","pdf","5298675","","","","Gemeinde, Dienst, Anbetung, Spiritualität","T&T Clark Companion","7.0","eng","T&T Clark Companion to Liturgy","C:\Users\sever\Documents\temp\Alcuin Reid\T&T Clark Companion to Liturgy (2119)\cover.jpg","T&T Clark Companion to Liturgy","Bloomsbury","0101-01-01T02:00:00+02:00","2119","f336b3f6-062c-4741-8f16-35d5538ab3d4"
"George J. Brooke & Charlotte Hempel","Brooke, George J. & Hempel, Charlotte","","temp","0101-01-01T02:00:00+02:00","pdf","15651415","","","","Bibliologie, Systematik","T&T Clark Companion","8.0","eng","T&T Clark Companion to the Dead Sea Scrolls","C:\Users\sever\Documents\temp\George J. Brooke\T&T Clark Companion to the Dead Sea (2120)\cover.jpg","T&T Clark Companion to the Dead Sea Scrolls","Bloomsbury","0101-01-01T02:00:00+02:00","2120","847e8a40-8622-4fd9-8527-383633211656"
"James K. Aitken","Aitken, James K.","","temp","0101-01-01T02:00:00+02:00","pdf","3164863","","","","Bibliologie, Systematik","T&T Clark Companion","9.0","eng","T&T Clark Companion to the Septuagint","C:\Users\sever\Documents\temp\James K. Aitken\T&T Clark Companion to the Septuagi (2121)\cover.jpg","T&T Clark Companion to the Septuagint","Bloomsbury","0101-01-01T02:00:00+02:00","2121","e94669e4-a5b7-4449-b50a-5e2064b3f291"
"Dean Phillip Bell","Bell, Dean Phillip","","temp","0101-01-01T02:00:00+02:00","pdf","4219804","","","","Judentum, Israel","T&T Clark Companion","10.0","eng","The Bloomsbury Companion to Jewish Studies","C:\Users\sever\Documents\temp\Dean Phillip Bell\The Bloomsbury Companion to Jewish (2122)\cover.jpg","Bloomsbury Companion to Jewish Studies, The","Bloomsbury","0101-01-01T02:00:00+02:00","2122","82f56a17-40d6-4d0e-8f0c-d25c892dc1d5"
"Athalya Brenner-Idan & Gale A. Yee","Brenner-Idan, Athalya & Yee, Gale A.","","temp","0101-01-01T02:00:00+02:00","pdf","21984390","","","","Psalmen, Überblick, Exegese","Texts@Contexts","19.0","eng","Psalms","C:\Users\sever\Documents\temp\Athalya Brenner-Idan\Psalms (2123)\cover.jpg","Psalms","T&T Clark","0101-01-01T02:00:00+02:00","2123","e713de3b-b794-4d13-b03b-4d3c960fa8a0"
"James P. Grimshaw","Grimshaw, James P.","","temp","0101-01-01T02:00:00+02:00","pdf","2118894","","","","Exegese, Lukas, Apostelgeschichte, Überblick","Texts@Contexts","32.0","eng","Luke-Acts","C:\Users\sever\Documents\temp\James P. Grimshaw\Luke-Acts (2124)\cover.jpg","Luke-Acts","T&T Clark","0101-01-01T02:00:00+02:00","2124","abccc3a9-dd6e-45de-b444-d295d79aee4c"
"Menghun Goh","Goh, Menghun","","temp","0101-01-01T02:00:00+02:00","pdf","14973770","","","","Briefe, Paulus, Exegese, Überblick","Texts@Contexts","35.0","eng","Pauline Letters","C:\Users\sever\Documents\temp\Menghun Goh\Pauline Letters (2125)\cover.jpg","Pauline Letters","T&T Clark","0101-01-01T02:00:00+02:00","2125","a3e79b6f-1044-4b2a-9ea2-7409d68ef905"
"Marianne Meye Thompson","Thompson, Marianne Meye","","temp","0101-01-01T02:00:00+02:00","epub","8891217","","","","Kommentar, NT, Kolosser, Philemon","THNTC - The Two Horizons New Testament Commentary","12.0","eng","Colossians & Philemon","C:\Users\sever\Documents\temp\Marianne Meye Thompson\Colossians & Philemon (2126)\cover.jpg","Colossians & Philemon","Eerdmans Publishing","0101-01-01T02:00:00+02:00","2126","52e7da26-93a5-4c80-925e-e8df9ced9ca0"
"Joel B. Green","Green, Joel B.","","temp","0101-01-01T02:00:00+02:00","epub","8795145","","","","Kommentar, NT, Petrus","THNTC - The Two Horizons New Testament Commentary","21.0","eng","1 Peter","C:\Users\sever\Documents\temp\Joel B. Green\1 Peter (2127)\cover.jpg","1 Peter","Eerdmans Publishing","0101-01-01T02:00:00+02:00","2127","f3ef714c-0204-4156-b187-0bd466adaf43"
"Ruth Anne Reese","Reese, Ruth Anne","","temp","0101-01-01T02:00:00+02:00","pdf","6835165","","","","Kommentar, NT, Petrus, Judas","THNTC - The Two Horizons New Testament Commentary","22.0","eng","2 Peter & Jude","C:\Users\sever\Documents\temp\Ruth Anne Reese\2 Peter & Jude (2128)\cover.jpg","2 Peter & Jude","Eerdmans Publishing","0101-01-01T02:00:00+02:00","2128","3c8b2071-1bfb-4765-9725-a3a8548842ea"
"Thomas Andrew Bennett","Bennett, Thomas Andrew","","temp","0101-01-01T02:00:00+02:00","pdf","2384865","","","","Kommentar, NT, Johannesbriefe","THNTC - The Two Horizons New Testament Commentary","23.0","eng","1-3 John","C:\Users\sever\Documents\temp\Thomas Andrew Bennett\1-3 John (2129)\cover.jpg","1-3 John","Eerdmans Publishing","0101-01-01T02:00:00+02:00","2129","a6478916-ce38-4033-8bad-ce0dae13470a"
"John Christopher Thomas & Frank D. Macchia","Thomas, John Christopher & Macchia, Frank D.","","temp","0101-01-01T02:00:00+02:00","azw3","1813424","","","","Kommentar, NT, Offenbarung","THNTC - The Two Horizons New Testament Commentary","27.0","eng","Revelation","C:\Users\sever\Documents\temp\John Christopher Thomas\Revelation (2130)\cover.jpg","Revelation","Eerdmans Publishing","0101-01-01T02:00:00+02:00","2130","8867a33e-5d9b-4c14-a3d9-97a80486f2b3"
"James McKeown","McKeown, James","","temp","0101-01-01T02:00:00+02:00","pdf","10042624","","","","Kommentar, AT, Genesis","THOTC - Two Horizons Old Testament Commentary","1.0","eng","Genesis","C:\Users\sever\Documents\temp\James McKeown\Genesis (2131)\cover.jpg","Genesis","Eerdmans Publishing","0101-01-01T02:00:00+02:00","2131","18fcacc1-6b24-404b-832b-7b8b8a8f1e3a"
"Peter Enns","Enns, Peter","","temp","0101-01-01T02:00:00+02:00","pdf","2823176","","","","Kommentar, AT, Prediger","THOTC - Two Horizons Old Testament Commentary","21.0","eng","Ecclesiastes","C:\Users\sever\Documents\temp\Peter Enns\Ecclesiastes (2132)\cover.jpg","Ecclesiastes","Eerdmans Publishing","0101-01-01T02:00:00+02:00","2132","62c252e3-a2c4-4d99-8758-959ce708aab3"
"Robin A. Parry","Parry, Robin A.","","temp","0101-01-01T02:00:00+02:00","pdf","3695415","","","","Kommentar, AT, Klagelieder","THOTC - Two Horizons Old Testament Commentary","25.0","eng","Lamentations","C:\Users\sever\Documents\temp\Robin A. Parry\Lamentations (2133)\cover.jpg","Lamentations","Eerdmans Publishing","0101-01-01T02:00:00+02:00","2133","b5b0791a-0dc9-40c0-af87-8388ee76e1b1"
"R. T. France","France, R. T.","","temp","0101-01-01T02:00:00+02:00","epub","1891655","","","","Kommentar, NT, Matthäus","TNTC - Tyndale New Testament Commentaries","1.0","eng","Matthew","C:\Users\sever\Documents\temp\R. T. France\Matthew (2134)\cover.jpg","Matthew","InterVarsity Press","0101-01-01T02:00:00+02:00","2134","a0c0fdfa-a7eb-4870-b67c-bcee35eb3e03"
"R. V. G. Tasker","Tasker, R. V. G.","","temp","0101-01-01T02:00:00+02:00","pdf","16423783","","","","Kommentar, NT, Matthäus","TNTC - Tyndale New Testament Commentaries","1.0","eng","The Gospel According to St. Matthew","C:\Users\sever\Documents\temp\R. V. G. Tasker\The Gospel According to St. Matthew (2135)\cover.jpg","Gospel According to St. Matthew, The","InterVarsity Press","0101-01-01T02:00:00+02:00","2135","417d92a1-597f-426b-b588-18868e1c0073"
"R. Alan Cole","Cole, R. Alan","","temp","0101-01-01T02:00:00+02:00","epub","395591","","","","Kommentar, NT, Markus","TNTC - Tyndale New Testament Commentaries","2.0","eng","Mark","C:\Users\sever\Documents\temp\R. Alan Cole\Mark (2136)\cover.jpg","Mark","InterVarsity Press","0101-01-01T02:00:00+02:00","2136","211a5153-3a53-4163-bba1-f984fd8ee696"
"Eckhard J. Schnabel","Schnabel, Eckhard J.","","temp","0101-01-01T02:00:00+02:00","pdf","2477936","","","","Kommentar, NT, Markus","TNTC - Tyndale New Testament Commentaries","2.0","eng","Mark","C:\Users\sever\Documents\temp\Eckhard J. Schnabel\Mark (2137)\cover.jpg","Mark","InterVarsity Press","0101-01-01T02:00:00+02:00","2137","7b95d2a9-305b-4c67-bdde-a2b16dd02f41"
"Leon Morris","Morris, Leon","","temp","0101-01-01T02:00:00+02:00","pdf","20928672","","","","Kommentar, NT, Lukas","TNTC - Tyndale New Testament Commentaries","3.0","eng","Luke","C:\Users\sever\Documents\temp\Leon Morris\Luke (2138)\cover.jpg","Luke","InterVarsity Press","0101-01-01T02:00:00+02:00","2138","63afea02-4194-4cd4-a1ae-9ac84cbbc0d0"
"Nicholas Perrin","Perrin, Nicholas","","temp","0101-01-01T02:00:00+02:00","epub","972862","","","","Kommentar, NT, Lukas","TNTC - Tyndale New Testament Commentaries","3.0","eng","Luke","C:\Users\sever\Documents\temp\Nicholas Perrin\Luke (2139)\cover.jpg","Luke","InterVarsity Press","0101-01-01T02:00:00+02:00","2139","02e1ff60-bde8-44b1-9bda-491752212e48"
"Colin G. Kruse","Kruse, Colin G.","","temp","0101-01-01T02:00:00+02:00","epub","804185","","","","Kommentar, NT, Johannes","TNTC - Tyndale New Testament Commentaries","4.0","eng","John","C:\Users\sever\Documents\temp\Colin G. Kruse\John (2140)\cover.jpg","John","InterVarsity Press","0101-01-01T02:00:00+02:00","2140","c3326596-3eb5-4379-ab07-d9d909ab22ff"
"I. Howard Marshall","Marshall, I. Howard","","temp","0101-01-01T02:00:00+02:00","epub","2309529","","","","Kommentar, NT, Apostelgeschichte","TNTC - Tyndale New Testament Commentaries","5.0","eng","Acts","C:\Users\sever\Documents\temp\I. Howard Marshall\Acts (2141)\cover.jpg","Acts","InterVarsity Press","0101-01-01T02:00:00+02:00","2141","1c12440c-7d86-477a-84cf-3d6ea8bbb89d"
"F. F. Bruce","Bruce, F. F.","","temp","0101-01-01T02:00:00+02:00","epub","331776","","","","Kommentar, NT, Römer","TNTC - Tyndale New Testament Commentaries","6.0","eng","Romans","C:\Users\sever\Documents\temp\F. F. Bruce\Romans (2142)\cover.jpg","Romans","InterVarsity Press","0101-01-01T02:00:00+02:00","2142","0c380c25-b515-4890-836c-50b51c70d29b"
"David E. Garland","Garland, David E.","","temp","0101-01-01T02:00:00+02:00","epub","729265","","","","Kommentar, NT, Römer","TNTC - Tyndale New Testament Commentaries","6.0","eng","Romans","C:\Users\sever\Documents\temp\David E. Garland\Romans (2143)\cover.jpg","Romans","InterVarsity Press","0101-01-01T02:00:00+02:00","2143","9ba4f090-495c-45bd-ab7e-b9c323772b59"
"Leon Morris","Morris, Leon","","temp","0101-01-01T02:00:00+02:00","pdf","14697275","","","","Kommentar, NT, Korinther","TNTC - Tyndale New Testament Commentaries","7.0","eng","1 Corinthians","C:\Users\sever\Documents\temp\Leon Morris\1 Corinthians (2144)\cover.jpg","Corinthians 1","InterVarsity Press","0101-01-01T02:00:00+02:00","2144","232c02f4-42c7-4368-be17-d1f6220254de"
"Leon Morris","Morris, Leon","","temp","0101-01-01T02:00:00+02:00","epub","1789974","","","","Kommentar, NT, Korinther","TNTC - Tyndale New Testament Commentaries","7.0","eng","1 Corinthians","C:\Users\sever\Documents\temp\Leon Morris\1 Corinthians (2145)\cover.jpg","Corinthians 1","InterVarsity Press","0101-01-01T02:00:00+02:00","2145","41ddf6e6-96f5-4a4e-92b5-06131023371e"
"Colin G. Kruse","Kruse, Colin G.","","temp","0101-01-01T02:00:00+02:00","epub","1389605","","","","Kommentar, NT, Korinther","TNTC - Tyndale New Testament Commentaries","8.0","eng","2 Corinthians","C:\Users\sever\Documents\temp\Colin G. Kruse\2 Corinthians (2146)\cover.jpg","Corinthians 2","InterVarsity Press","0101-01-01T02:00:00+02:00","2146","fdf3bc3f-816b-4d5b-82cc-af999170f38a"
"R. Alan Cole","Cole, R. Alan","","temp","0101-01-01T02:00:00+02:00","epub","1678612","","","","Kommentar, NT, Galater","TNTC - Tyndale New Testament Commentaries","9.0","eng","Galatians","C:\Users\sever\Documents\temp\R. Alan Cole\Galatians (2147)\cover.jpg","Galatians","InterVarsity Press","0101-01-01T02:00:00+02:00","2147","2d47766c-3b7e-4515-8c90-00884e9b3c01"
"Darrell L. Bock","Bock, Darrell L.","","temp","0101-01-01T02:00:00+02:00","pdf","1391985","","","","Kommentar, NT, Epheser","TNTC - Tyndale New Testament Commentaries","10.0","eng","Ephesians","C:\Users\sever\Documents\temp\Darrell L. Bock\Ephesians (2148)\cover.jpg","Ephesians","InterVarsity Press","0101-01-01T02:00:00+02:00","2148","b1c7b8bd-1983-4a6e-9bb9-e464e95a442f"
"Francis Foulkes","Foulkes, Francis","","temp","0101-01-01T02:00:00+02:00","epub","732270","","","","Kommentar, NT, Epheser","TNTC - Tyndale New Testament Commentaries","10.0","eng","Ephesians","C:\Users\sever\Documents\temp\Francis Foulkes\Ephesians (2149)\cover.jpg","Ephesians","InterVarsity Press","0101-01-01T02:00:00+02:00","2149","7949155b-02f2-4694-992f-2fe413339440"
"Jeannine K. Brown","Brown, Jeannine K.","","temp","0101-01-01T02:00:00+02:00","epub","609556","","","","Kommentar, NT, Philipper","TNTC - Tyndale New Testament Commentaries","11.0","eng","Philippians","C:\Users\sever\Documents\temp\Jeannine K. Brown\Philippians (2150)\cover.jpg","Philippians","InterVarsity Press","0101-01-01T02:00:00+02:00","2150","2e7444c3-24f6-42da-b293-2ce0d8f6f97e"
"Ralph P. Martin","Martin, Ralph P.","","temp","0101-01-01T02:00:00+02:00","epub","242434","","","","Kommentar, NT, Philipper","TNTC - Tyndale New Testament Commentaries","11.0","eng","Philippians","C:\Users\sever\Documents\temp\Ralph P. Martin\Philippians (2151)\cover.jpg","Philippians","InterVarsity Press","0101-01-01T02:00:00+02:00","2151","48ba7bd3-acda-4655-aaee-2a885285f234"
"N. T. Wright","Wright, N. T.","","temp","0101-01-01T02:00:00+02:00","epub","1490577","","","","Kommentar, NT, Kolosser, Philemon","TNTC - Tyndale New Testament Commentaries","12.0","eng","Colossians and Philemon","C:\Users\sever\Documents\temp\N. T. Wright\Colossians and Philemon (2152)\cover.jpg","Colossians and Philemon","InterVarsity Press","0101-01-01T02:00:00+02:00","2152","c8e32f4c-0f01-4a67-aa02-0a6198bc0acf"
"Leon Morris","Morris, Leon","","temp","0101-01-01T02:00:00+02:00","epub","1581169","","","","Kommentar, NT, Thessalonicher","TNTC - Tyndale New Testament Commentaries","13.0","eng","1 and 2 Thessalonians","C:\Users\sever\Documents\temp\Leon Morris\1 and 2 Thessalonians (2153)\cover.jpg","Thessalonians, 1 and 2","InterVarsity Press","0101-01-01T02:00:00+02:00","2153","6c0436dd-6ac5-4c38-a794-acf0ae680138"
"Donald Guthrie","Guthrie, Donald","","temp","0101-01-01T02:00:00+02:00","epub","1360734","","","","Kommentar, NT, Timotheus, Titus","TNTC - Tyndale New Testament Commentaries","15.0","eng","The Pastoral Epistles","C:\Users\sever\Documents\temp\Donald Guthrie\The Pastoral Epistles (2154)\cover.jpg","Pastoral Epistles, The","InterVarsity Press","0101-01-01T02:00:00+02:00","2154","202f4480-b77c-410d-93d3-855842b1dbdb"
"Donald Guthrie","Guthrie, Donald","","temp","0101-01-01T02:00:00+02:00","epub","1374535","","","","Kommentar, NT, Hebräer","TNTC - Tyndale New Testament Commentaries","19.0","eng","Hebrews","C:\Users\sever\Documents\temp\Donald Guthrie\Hebrews (2155)\cover.jpg","Hebrews","InterVarsity Press","0101-01-01T02:00:00+02:00","2155","68b7077b-b565-4248-bfae-e1712cda881e"
"David G. Peterson","Peterson, David G.","","temp","0101-01-01T02:00:00+02:00","epub","440608","","","","Kommentar, NT, Hebräer","TNTC - Tyndale New Testament Commentaries","19.0","eng","Hebrews","C:\Users\sever\Documents\temp\David G. Peterson\Hebrews (2156)\cover.jpg","Hebrews","InterVarsity Press","0101-01-01T02:00:00+02:00","2156","5234a699-cd39-4937-a65a-0eab47c9b288"
"Douglas J. Moo","Moo, Douglas J.","","temp","0101-01-01T02:00:00+02:00","epub","1804940","","","","Kommentar, NT, Jakobus","TNTC - Tyndale New Testament Commentaries","20.0","eng","James","C:\Users\sever\Documents\temp\Douglas J. Moo\James (2157)\cover.jpg","James","InterVarsity Press","0101-01-01T02:00:00+02:00","2157","48f8b950-ecf8-42b0-8122-c40b5153b79a"
"Wayne A. Grudem","Grudem, Wayne A.","","temp","0101-01-01T02:00:00+02:00","epub","1713045","","","","Kommentar, NT, Petrus","TNTC - Tyndale New Testament Commentaries","21.0","eng","1 Peter","C:\Users\sever\Documents\temp\Wayne A. Grudem\1 Peter (2158)\cover.jpg","Peter 1","InterVarsity Press","0101-01-01T02:00:00+02:00","2158","63ddb32c-da88-40b3-b842-ab957f5e5d7b"
"Michael Green","Green, Michael","","temp","0101-01-01T02:00:00+02:00","epub","973893","","","","Kommentar, NT, Petrus, Judas","TNTC - Tyndale New Testament Commentaries","22.0","eng","2 Peter and Jude","C:\Users\sever\Documents\temp\Michael Green\2 Peter and Jude (2159)\cover.jpg","Peter 2 and Jude","InterVarsity Press","0101-01-01T02:00:00+02:00","2159","a86c0d11-37b2-4203-a3fc-579025855574"
"John R. W. Stott","Stott, John R. W.","","temp","0101-01-01T02:00:00+02:00","epub","1502282","","","","Kommentar, NT, Johannesbriefe","TNTC - Tyndale New Testament Commentaries","23.0","eng","The Letters of John","C:\Users\sever\Documents\temp\John R. W. Stott\The Letters of John (2160)\cover.jpg","Letters of John, The","InterVarsity Press","0101-01-01T02:00:00+02:00","2160","03fbacbe-ea57-4352-b623-471171f94dbf"
"Leon Morris","Morris, Leon","","temp","0101-01-01T02:00:00+02:00","epub","1347030","","","","Kommentar, NT, Offenbarung","TNTC - Tyndale New Testament Commentaries","27.0","eng","Revelation","C:\Users\sever\Documents\temp\Leon Morris\Revelation (2161)\cover.jpg","Revelation","InterVarsity Press","0101-01-01T02:00:00+02:00","2161","f4601b59-8937-416b-a8f1-42fcd8cc3671"
"Ian Paul","Paul, Ian","","temp","0101-01-01T02:00:00+02:00","pdf","4480212","","","","Kommentar, NT, Offenbarung","TNTC - Tyndale New Testament Commentaries","27.0","eng","Revelation","C:\Users\sever\Documents\temp\Ian Paul\Revelation (2162)\cover.jpg","Revelation","InterVarsity Press","0101-01-01T02:00:00+02:00","2162","74a3e23a-6144-486a-89a9-7d5c4c4ca7b4"
"Ian Paul","Paul, Ian","","temp","0101-01-01T02:00:00+02:00","epub","1046451","","","","Kommentar, NT, Offenbarung","TNTC - Tyndale New Testament Commentaries","27.0","eng","Revelation","C:\Users\sever\Documents\temp\Ian Paul\Revelation (2163)\cover.jpg","Revelation","InterVarsity Press","0101-01-01T02:00:00+02:00","2163","42bce82b-4b59-48aa-bac0-f3e9106c3d0e"
"Derek Kidner","Kidner, Derek","","temp","0101-01-01T02:00:00+02:00","pdf","2190747","","","","Kommentar, AT, Genesis","TOTC - Tyndale Old Testament Commentaries","1.0","eng","Genesis","C:\Users\sever\Documents\temp\Derek Kidner\Genesis (2164)\cover.jpg","Genesis","InterVarsity Press","0101-01-01T02:00:00+02:00","2164","d8b70db7-7efb-4896-9990-687c74378744"
"R. Alan Cole","Cole, R. Alan","","temp","0101-01-01T02:00:00+02:00","epub","274201","","","","Kommentar, AT, Exodus","TOTC - Tyndale Old Testament Commentaries","2.0","eng","Exodus","C:\Users\sever\Documents\temp\R. Alan Cole\Exodus (2165)\cover.jpg","Exodus","InterVarsity Press","0101-01-01T02:00:00+02:00","2165","a8532516-7b3b-439d-b6d7-f8919e7f8da3"
"R. K. Harrison","Harrison, R. K.","","temp","0101-01-01T02:00:00+02:00","epub","969077","","","","Kommentar, AT, Leviticus","TOTC - Tyndale Old Testament Commentaries","3.0","eng","Leviticus","C:\Users\sever\Documents\temp\R. K. Harrison\Leviticus (2166)\cover.jpg","Leviticus","InterVarsity Press","0101-01-01T02:00:00+02:00","2166","0b24b41c-5750-4dac-94a5-d78f4cbec5fb"
"Jay Sklar","Sklar, Jay","","temp","0101-01-01T02:00:00+02:00","epub","495137","","","","Kommentar, AT, Leviticus","TOTC - Tyndale Old Testament Commentaries","3.0","eng","Leviticus","C:\Users\sever\Documents\temp\Jay Sklar\Leviticus (2167)\cover.jpg","Leviticus","InterVarsity Press","0101-01-01T02:00:00+02:00","2167","55e01627-0dcf-42dc-8a0c-d3124f3abb6d"
"Gordon J. Wenham","Wenham, Gordon J.","","temp","0101-01-01T02:00:00+02:00","epub","494590","","","","Kommentar, AT, Numeri","TOTC - Tyndale Old Testament Commentaries","4.0","eng","Numbers","C:\Users\sever\Documents\temp\Gordon J. Wenham\Numbers (2168)\cover.jpg","Numbers","InterVarsity Press","0101-01-01T02:00:00+02:00","2168","d039e301-dd91-4eb2-bfef-15f5b3131736"
"Edward J. Woods","Woods, Edward J.","","temp","0101-01-01T02:00:00+02:00","pdf","5799929","","","","Kommentar, AT, Deuteronomium","TOTC - Tyndale Old Testament Commentaries","5.0","eng","Deuteronomy","C:\Users\sever\Documents\temp\Edward J. Woods\Deuteronomy (2169)\cover.jpg","Deuteronomy","InterVarsity Press","0101-01-01T02:00:00+02:00","2169","5b38dbbf-919b-48e4-a38b-4efbe5be9a8a"
"Richard S. Hess","Hess, Richard S.","","temp","0101-01-01T02:00:00+02:00","epub","626884","","","","Kommentar, AT, Josua","TOTC - Tyndale Old Testament Commentaries","6.0","eng","Joshua","C:\Users\sever\Documents\temp\Richard S. Hess\Joshua (2170)\cover.jpg","Joshua","InterVarsity Press","0101-01-01T02:00:00+02:00","2170","62c40982-5bc4-4c47-bfc6-33ddda65a8a3"
"Arthur E. Cundall & Leon Morris","Cundall, Arthur E. & Morris, Leon","","temp","0101-01-01T02:00:00+02:00","epub","443841","","","","Kommentar, AT, Richter, Ruth","TOTC - Tyndale Old Testament Commentaries","7.0","eng","Judges and Ruth","C:\Users\sever\Documents\temp\Arthur E. Cundall\Judges and Ruth (2171)\cover.jpg","Judges and Ruth","InterVarsity Press","0101-01-01T02:00:00+02:00","2171","509de006-c3e8-442a-9e77-ee8f4488f888"
"Mary J. Evans","Evans, Mary J.","","temp","0101-01-01T02:00:00+02:00","epub","1137695","","","","Kommentar, AT, Richter, Ruth","TOTC - Tyndale Old Testament Commentaries","7.0","eng","Judges and Ruth","C:\Users\sever\Documents\temp\Mary J. Evans\Judges and Ruth (2172)\cover.jpg","Judges and Ruth","InterVarsity Press","0101-01-01T02:00:00+02:00","2172","e17c4364-2fd9-4833-b981-0d184f3bc71c"
"Joyce G. Baldwin","Baldwin, Joyce G.","","temp","0101-01-01T02:00:00+02:00","epub","520690","","","","Kommentar, AT, Samuel","TOTC - Tyndale Old Testament Commentaries","9.0","eng","1 and 2 Samuel","C:\Users\sever\Documents\temp\Joyce G. Baldwin\1 and 2 Samuel (2173)\cover.jpg","Samuel, 1 and 2","InterVarsity Press","0101-01-01T02:00:00+02:00","2173","d691b72f-5941-44ef-a7a4-4333adad5f9a"
"Donald J. Wiseman","Wiseman, Donald J.","","temp","0101-01-01T02:00:00+02:00","epub","791229","","","","Kommentar, AT, Könige","TOTC - Tyndale Old Testament Commentaries","11.0","eng","1 and 2 Kings","C:\Users\sever\Documents\temp\Donald J. Wiseman\1 and 2 Kings (2174)\cover.jpg","Kings, 1 and 2","InterVarsity Press","0101-01-01T02:00:00+02:00","2174","1b7f60f1-214a-4f27-b96e-6ecef77e4910"
"Martin J. Selman","Selman, Martin J.","","temp","0101-01-01T02:00:00+02:00","epub","326975","","","","Kommentar, AT, Chronik","TOTC - Tyndale Old Testament Commentaries","13.0","eng","1 Chronicles","C:\Users\sever\Documents\temp\Martin J. Selman\1 Chronicles (2175)\cover.jpg","Chronicles 1","InterVarsity Press","0101-01-01T02:00:00+02:00","2175","726b1391-1645-450c-8c17-2d0734f93c05"
"Martin J. Selman","Selman, Martin J.","","temp","0101-01-01T02:00:00+02:00","epub","323749","","","","Kommentar, AT, Chronik","TOTC - Tyndale Old Testament Commentaries","14.0","eng","2 Chronicles","C:\Users\sever\Documents\temp\Martin J. Selman\2 Chronicles (2176)\cover.jpg","Chronicles 2","InterVarsity Press","0101-01-01T02:00:00+02:00","2176","c682a7b9-7167-44c7-830c-8bc37361bbe6"
"Derek Kidner","Kidner, Derek","","temp","0101-01-01T02:00:00+02:00","epub","300106","","","","Kommentar, AT, Esra, Nehemia","TOTC - Tyndale Old Testament Commentaries","15.0","eng","Ezra and Nehemiah","C:\Users\sever\Documents\temp\Derek Kidner\Ezra and Nehemiah (2177)\cover.jpg","Ezra and Nehemiah","InterVarsity Press","0101-01-01T02:00:00+02:00","2177","0abcaec1-513c-4e05-9a57-3cd32a0a944f"
"Debra Reid","Reid, Debra","","temp","0101-01-01T02:00:00+02:00","epub","212899","","","","Kommentar, AT, Esther","TOTC - Tyndale Old Testament Commentaries","17.0","eng","Esther","C:\Users\sever\Documents\temp\Debra Reid\Esther (2178)\cover.jpg","Esther","InterVarsity Press","0101-01-01T02:00:00+02:00","2178","b959272c-623a-430c-888f-9351112e0fa6"
"Francis I. Andersen","Andersen, Francis I.","","temp","0101-01-01T02:00:00+02:00","epub","400431","","","","Kommentar, AT, Hiob","TOTC - Tyndale Old Testament Commentaries","18.0","eng","Job","C:\Users\sever\Documents\temp\Francis I. Andersen\Job (2179)\cover.jpg","Job","InterVarsity Press","0101-01-01T02:00:00+02:00","2179","10158f3c-d56f-42c2-8ec9-9b2b1e4e59a1"
"Tremper Longman","Longman, Tremper","","temp","0101-01-01T02:00:00+02:00","epub","605216","","","","Kommentar, AT, Psalmen","TOTC - Tyndale Old Testament Commentaries","19.0","eng","Psalms","C:\Users\sever\Documents\temp\Tremper Longman\Psalms (2180)\cover.jpg","Psalms","InterVarsity Press","0101-01-01T02:00:00+02:00","2180","49b6529f-d2ec-4a97-9553-ceb194b5eb80"
"Derek Kidner","Kidner, Derek","","temp","0101-01-01T02:00:00+02:00","pdf","30618860","","","","Kommentar, AT, Psalmen","TOTC - Tyndale Old Testament Commentaries","19.1","eng","Psalms 1-72","C:\Users\sever\Documents\temp\Derek Kidner\Psalms 1-72 (2181)\cover.jpg","Psalms 1-72","InterVarsity Press","0101-01-01T02:00:00+02:00","2181","61bf3df8-7f4e-4ac0-ae7e-b2cccab1b89e"
"Derek Kidner","Kidner, Derek","","temp","0101-01-01T02:00:00+02:00","pdf","20687535","","","","Kommentar, AT, Psalmen","TOTC - Tyndale Old Testament Commentaries","19.2","eng","Psalms 73-150","C:\Users\sever\Documents\temp\Derek Kidner\Psalms 73-150 (2182)\cover.jpg","Psalms 73-150","InterVarsity Press","0101-01-01T02:00:00+02:00","2182","e734b3cf-838d-4661-baea-1cb2544ccc2a"
"Derek Kidner","Kidner, Derek","","temp","0101-01-01T02:00:00+02:00","epub","447674","","","","Kommentar, AT, Sprüche","TOTC - Tyndale Old Testament Commentaries","20.0","eng","Proverbs","C:\Users\sever\Documents\temp\Derek Kidner\Proverbs (2183)\cover.jpg","Proverbs","InterVarsity Press","0101-01-01T02:00:00+02:00","2183","b5efde7d-c0af-4291-af29-21ec133896a4"
